ID,Checking Account Balance,Duration of Loan(months),Credit History,Purpose of Loan,Loan Amount,Savings Account Balance,Years in present employment,Installment Rate (% of disposable income),Marital Status,Co-applicant,Guarantor,Years at present Residence,Real Estate,Age,Other Installment plan credit,Housing,Number of Existing Credits,Job,No. Dependants,Foreign National,Repayment_Status
1083956845,Unknown/No Checking Account,6,existing credits paid back duly till now,New Car,3518,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,Yes,2<…<=3 years,No,26,No,Own House,1,Skilled employee / official,1,No,Repaid
774294912,Unknown/No Checking Account,12,critical account,Entertainment set,1934,< GHS 100 DM, >= 7 years,2,Single,No,No,1< … <=2 years,No,26,No,Renting,2,Skilled employee / official,1,No,Repaid
214322843,GHS 0 < ... < GHS 200,27,no credits taken,Building project,8318,< GHS 100 DM, >= 7 years,2,Widowed,No,No,>4 years,No,42,No,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
563708298,Unknown/No Checking Account,6,critical account,Entertainment set,1237,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,1,Widowed,No,No,<= 1 year,No,27,No,Renting,2,Skilled employee / official,1,No,Repaid
832117004,GHS 0 < ... < GHS 200,6,existing credits paid back duly till now,Entertainment set,368,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,No,38,No,Renting,1,Skilled employee / official,1,No,Repaid
1194974841,< GHS 0,12,critical account,New Car,2122,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,No,1< … <=2 years,Yes,39,No,Own House,2,Unskilled - resident,2,Yes,Repaid
55188314,< GHS 0,24,existing credits paid back duly till now,Furniture,2996,Unknown/ No savings account,1 <= ... < 4 years,2,Married,No,No,>4 years,No,20,No,Renting,1,Skilled employee / official,1,No,Defaulted
1113203003,GHS 0 < ... < GHS 200,36,existing credits paid back duly till now,Furniture,9034,GHS 100 <= ... <  GHS 500,< 1 year,4,Single,Yes,No,<= 1 year,No,29,No,Own House,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
150746126,Unknown/No Checking Account,24,critical account,Furniture,1585,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,2<…<=3 years,No,40,No,Renting,2,Skilled employee / official,1,No,Repaid
222794385,GHS 0 < ... < GHS 200,18,existing credits paid back duly till now,Entertainment set,1301,< GHS 100 DM, >= 7 years,4,Married,No,Yes,1< … <=2 years,Yes,32,No,Renting,1,Unskilled - resident,1,No,Repaid
1232916062,>= GHS 200,6,critical account,New Car,1323,GHS 100 <= ... <  GHS 500, >= 7 years,2,Divorced,No,No,>4 years,No,28,No,Renting,2,Skilled employee / official,2,No,Repaid
1208950046,< GHS 0,24,existing credits paid back duly till now,New Car,3123,< GHS 100 DM,< 1 year,4,Widowed,No,No,<= 1 year,No,27,No,Renting,1,Skilled employee / official,1,No,Defaulted
422803443,< GHS 0,36,existing credits paid back duly till now,Used Car,5493,< GHS 100 DM, >= 7 years,2,Single,No,No,>4 years,No,42,No,Renting,1,Skilled employee / official,2,No,Repaid
857525580,>= GHS 200,9,existing credits paid back duly till now,Entertainment set,1126,GHS 100 <= ... <  GHS 500, >= 7 years,2,Divorced,No,No,>4 years,Yes,49,No,Renting,1,Skilled employee / official,1,No,Repaid
172695054,GHS 0 < ... < GHS 200,24,critical account,Entertainment set,1216,GHS 100 <= ... <  GHS 500,< 1 year,4,Single,No,No,>4 years,No,38,Yes,Renting,2,Skilled employee / official,2,No,Defaulted
828374439,< GHS 0,24,existing credits paid back duly till now,New Car,1207,< GHS 100 DM,< 1 year,4,Widowed,No,No,>4 years,No,24,No,Own House,1,Skilled employee / official,1,No,Defaulted
556869491,Unknown/No Checking Account,10,existing credits paid back duly till now,New Car,1309,Unknown/ No savings account,1 <= ... < 4 years,4,Single,No,Yes,>4 years,No,27,No,Renting,1,Unskilled - resident,1,No,Defaulted
343216224,>= GHS 200,15,critical account,Used Car,2360,GHS 500<= ... < GHS 1000,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,No,36,No,Renting,1,Skilled employee / official,1,No,Repaid
958156306,GHS 0 < ... < GHS 200,15,all credits at this bank paid back duly,New Car,6850,GHS 100 <= ... <  GHS 500,unemployed,1,Single,No,No,1< … <=2 years,No,34,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,2,No,Defaulted
839870164,Unknown/No Checking Account,24,existing credits paid back duly till now,Entertainment set,1413,< GHS 100 DM,1 <= ... < 4 years,4,Married,No,No,1< … <=2 years,No,28,No,Renting,1,Skilled employee / official,1,No,Repaid
977250445,Unknown/No Checking Account,39,existing credits paid back duly till now,Used Car,8588,GHS 100 <= ... <  GHS 500, >= 7 years,4,Single,No,No,1< … <=2 years,No,45,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
771841910,< GHS 0,12,existing credits paid back duly till now,New Car,759,< GHS 100 DM,4 <=... < 7 years,4,Single,No,No,1< … <=2 years,Yes,26,No,Renting,1,Skilled employee / official,1,No,Defaulted
206753765,Unknown/No Checking Account,36,existing credits paid back duly till now,Used Car,4686,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,No,32,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
403196944,>= GHS 200,15,existing credits paid back duly till now,Building project,2687,< GHS 100 DM,4 <=... < 7 years,2,Single,No,No,>4 years,No,26,No,Own House,1,Skilled employee / official,1,No,Repaid
428312486,GHS 0 < ... < GHS 200,12,delay in paying off in the past,Entertainment set,585,< GHS 100 DM,1 <= ... < 4 years,4,Married,Yes,No,>4 years,Yes,20,No,Own House,2,Skilled employee / official,1,No,Repaid
835219210,Unknown/No Checking Account,24,existing credits paid back duly till now,New Car,2255,Unknown/ No savings account,< 1 year,4,Single,No,No,<= 1 year,No,54,No,Renting,1,Skilled employee / official,1,No,Repaid
513105490,< GHS 0,6,critical account,New Car,609,< GHS 100 DM,4 <=... < 7 years,4,Widowed,No,No,2<…<=3 years,No,37,No,Renting,2,Skilled employee / official,1,Yes,Repaid
60581982,< GHS 0,6,critical account,New Car,1361,< GHS 100 DM,< 1 year,2,Single,No,No,>4 years,Yes,40,No,Renting,1,Unskilled - resident,2,Yes,Repaid
867168052,Unknown/No Checking Account,36,critical account,Furniture,7127,< GHS 100 DM,< 1 year,2,Widowed,No,No,>4 years,No,23,No,Own House,2,Skilled employee / official,1,No,Defaulted
684444308,< GHS 0,6,existing credits paid back duly till now,New Car,1203,GHS 100 <= ... <  GHS 500, >= 7 years,3,Single,No,No,1< … <=2 years,No,43,No,Renting,1,Skilled employee / official,1,No,Repaid
1137359068,Unknown/No Checking Account,6,critical account,Entertainment set,700,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,No,36,No,Renting,2,Skilled employee / official,1,No,Repaid
1014840317,Unknown/No Checking Account,24,critical account,Others,5507,< GHS 100 DM, >= 7 years,3,Single,No,No,>4 years,No,44,No,Renting,2,Skilled employee / official,1,No,Repaid
387199639,< GHS 0,18,existing credits paid back duly till now,Entertainment set,3190,< GHS 100 DM,1 <= ... < 4 years,2,Widowed,No,No,1< … <=2 years,Yes,24,No,Renting,1,Skilled employee / official,1,No,Defaulted
709432645,< GHS 0,48,no credits taken,Furniture,7119,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,No,>4 years,No,53,No,Renting,2,Skilled employee / official,2,No,Defaulted
734876764,Unknown/No Checking Account,24,existing credits paid back duly till now,Used Car,3488,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,3,Widowed,No,No,>4 years,No,23,No,Renting,1,Skilled employee / official,1,No,Repaid
480704737,GHS 0 < ... < GHS 200,18,existing credits paid back duly till now,Entertainment set,1113,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,Yes,>4 years,Yes,26,No,Renting,1,Unskilled - resident,2,No,Repaid
413205089,GHS 0 < ... < GHS 200,26,existing credits paid back duly till now,Used Car,7966,< GHS 100 DM,< 1 year,2,Single,No,No,2<…<=3 years,No,30,No,Renting,2,Skilled employee / official,1,No,Repaid
763022012,Unknown/No Checking Account,15,critical account,Education,1532,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,4,Widowed,No,No,2<…<=3 years,No,31,No,Renting,1,Skilled employee / official,1,No,Repaid
279810990,Unknown/No Checking Account,4,critical account,Entertainment set,1503,< GHS 100 DM,4 <=... < 7 years,2,Single,No,No,<= 1 year,Yes,42,No,Renting,2,Unskilled - resident,2,No,Repaid
1172679568,< GHS 0,36,existing credits paid back duly till now,Entertainment set,2302,< GHS 100 DM,1 <= ... < 4 years,4,Divorced,No,No,>4 years,No,31,No,Own House,1,Skilled employee / official,1,No,Defaulted
661864978,< GHS 0,6,existing credits paid back duly till now,New Car,662,< GHS 100 DM,< 1 year,3,Single,No,No,>4 years,Yes,41,No,Renting,1,Unskilled - resident,2,No,Repaid
773853670,GHS 0 < ... < GHS 200,36,existing credits paid back duly till now,Education,2273,< GHS 100 DM,4 <=... < 7 years,3,Single,No,No,<= 1 year,No,32,No,Renting,2,Skilled employee / official,2,No,Repaid
693221850,GHS 0 < ... < GHS 200,15,existing credits paid back duly till now,New Car,2631,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,2,Widowed,No,No,>4 years,No,28,No,Own House,2,Skilled employee / official,1,No,Defaulted
1070697754,Unknown/No Checking Account,12,delay in paying off in the past,Used Car,1503,< GHS 100 DM,1 <= ... < 4 years,4,Married,No,No,>4 years,Yes,41,No,Own House,1,Skilled employee / official,1,No,Repaid
784782828,Unknown/No Checking Account,24,existing credits paid back duly till now,Entertainment set,1311,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,4,Married,No,No,2<…<=3 years,No,26,No,Renting,1,Skilled employee / official,1,No,Repaid
1173616251,Unknown/No Checking Account,24,existing credits paid back duly till now,Entertainment set,3105,Unknown/ No savings account,< 1 year,4,Single,No,No,1< … <=2 years,No,25,No,Renting,2,Skilled employee / official,1,No,Repaid
696537316,>= GHS 200,21,critical account,Education,2319,< GHS 100 DM,< 1 year,2,Divorced,No,No,<= 1 year,No,33,No,Own House,1,Skilled employee / official,1,No,Defaulted
982592820,< GHS 0,6,existing credits paid back duly till now,New Car,1374,Unknown/ No savings account,unemployed,4,Widowed,No,No,2<…<=3 years,No,75,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
709106518,GHS 0 < ... < GHS 200,18,critical account,Furniture,3612,< GHS 100 DM, >= 7 years,3,Widowed,No,No,>4 years,No,37,No,Renting,1,Skilled employee / official,1,No,Repaid
834866057,< GHS 0,48,existing credits paid back duly till now,New Car,7763,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,42,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
805042196,>= GHS 200,18,existing credits paid back duly till now,Furniture,3049,< GHS 100 DM,< 1 year,1,Widowed,No,No,<= 1 year,No,45,Yes,Renting,1,Unskilled - resident,1,No,Repaid
1265819741,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,Entertainment set,1534,< GHS 100 DM,< 1 year,1,Married,No,No,<= 1 year,Yes,23,No,Own House,1,Skilled employee / official,1,No,Defaulted
613421315,Unknown/No Checking Account,24,delay in paying off in the past,New Car,2032,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,60,No,Renting,2,Skilled employee / official,1,No,Repaid
182053725,< GHS 0,30,existing credits paid back duly till now,Furniture,6350,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,No,31,No,Renting,1,Skilled employee / official,1,No,Defaulted
247173818,>= GHS 200,18,existing credits paid back duly till now,Furniture,2864,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,<= 1 year,Yes,34,No,Renting,1,Unskilled - resident,2,No,Defaulted
945712316,Unknown/No Checking Account,12,critical account,New Car,1255,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,Yes,61,No,Renting,2,Unskilled - resident,1,No,Repaid
419204116,< GHS 0,24,delay in paying off in the past,New Car,1333,< GHS 100 DM,unemployed,4,Single,No,No,1< … <=2 years,Yes,43,No,Renting,2,Skilled employee / official,2,No,Defaulted
902112460,Unknown/No Checking Account,24,critical account,New Car,2022,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,>4 years,No,37,No,Renting,1,Skilled employee / official,1,No,Repaid
1106487326,Unknown/No Checking Account,24,existing credits paid back duly till now,Entertainment set,1552,< GHS 100 DM,4 <=... < 7 years,3,Single,No,No,<= 1 year,No,32,Yes,Renting,1,Skilled employee / official,2,No,Repaid
783957070,< GHS 0,12,all credits at this bank paid back duly,Entertainment set,626,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,>4 years,Yes,24,Yes,Renting,1,Unskilled - resident,1,No,Defaulted
364254822,Unknown/No Checking Account,48,critical account,Used Car,8858,Unknown/ No savings account,4 <=... < 7 years,2,Single,No,No,<= 1 year,No,35,No,Renting,2,Skilled employee / official,1,No,Repaid
864088130,Unknown/No Checking Account,12,critical account,Others,996,Unknown/ No savings account,4 <=... < 7 years,4,Widowed,No,No,>4 years,Yes,23,No,Renting,2,Skilled employee / official,1,No,Repaid
1255883889,Unknown/No Checking Account,6,all credits at this bank paid back duly,Entertainment set,1750,GHS 500<= ... < GHS 1000, >= 7 years,2,Single,No,No,>4 years,No,45,Yes,Renting,1,Unskilled - resident,2,No,Repaid
48073172,< GHS 0,48,existing credits paid back duly till now,Entertainment set,6999,< GHS 100 DM,4 <=... < 7 years,1,Married,No,Yes,<= 1 year,Yes,34,No,Renting,2,Skilled employee / official,1,No,Defaulted
1020009531,GHS 0 < ... < GHS 200,12,critical account,New Car,1995,GHS 100 <= ... <  GHS 500,< 1 year,4,Single,No,No,<= 1 year,No,27,No,Renting,1,Skilled employee / official,1,No,Repaid
736206129,GHS 0 < ... < GHS 200,9,existing credits paid back duly till now,Education,1199,< GHS 100 DM,4 <=... < 7 years,4,Widowed,No,No,>4 years,No,67,No,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
830730113,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,Entertainment set,1331,< GHS 100 DM,< 1 year,2,Single,No,No,<= 1 year,No,22,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
436630125,GHS 0 < ... < GHS 200,18,no credits taken,New Car,2278,GHS 100 <= ... <  GHS 500,< 1 year,3,Widowed,No,No,2<…<=3 years,No,28,No,Renting,2,Skilled employee / official,1,No,Defaulted
653657830,Unknown/No Checking Account,21,no credits taken,New Car,5003,Unknown/ No savings account,1 <= ... < 4 years,1,Widowed,No,No,>4 years,No,29,Yes,Renting,2,Skilled employee / official,1,No,Defaulted
1200679975,< GHS 0,24,all credits at this bank paid back duly,Furniture,3552,< GHS 100 DM,4 <=... < 7 years,3,Single,No,No,>4 years,No,27,Yes,Renting,1,Skilled employee / official,1,No,Defaulted
661863477,GHS 0 < ... < GHS 200,18,critical account,Furniture,1928,< GHS 100 DM,< 1 year,2,Single,No,No,1< … <=2 years,Yes,31,No,Renting,2,Unskilled - resident,1,No,Defaulted
760417614,< GHS 0,24,existing credits paid back duly till now,Used Car,2964,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,No,49,Yes,Renting,1,Skilled employee / official,2,No,Repaid
297423853,< GHS 0,24,all credits at this bank paid back duly,Entertainment set,1546,< GHS 100 DM,4 <=... < 7 years,4,Single,No,Yes,>4 years,No,24,Yes,Own House,1,Unskilled - resident,1,No,Defaulted
30526370,>= GHS 200,6,delay in paying off in the past,Entertainment set,683,< GHS 100 DM,< 1 year,2,Widowed,No,No,<= 1 year,No,29,Yes,Renting,1,Skilled employee / official,1,No,Repaid
668153872,GHS 0 < ... < GHS 200,36,existing credits paid back duly till now,New Car,12389,Unknown/ No savings account,1 <= ... < 4 years,1,Single,No,No,>4 years,No,37,No,Renting,1,Skilled employee / official,1,No,Defaulted
896409085,GHS 0 < ... < GHS 200,24,delay in paying off in the past,Building project,4712,Unknown/ No savings account,1 <= ... < 4 years,4,Single,No,No,1< … <=2 years,No,37,Yes,Renting,2,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
104412662,GHS 0 < ... < GHS 200,24,delay in paying off in the past,Entertainment set,1553,GHS 100 <= ... <  GHS 500,4 <=... < 7 years,3,Widowed,No,No,1< … <=2 years,No,23,No,Own House,2,Skilled employee / official,1,No,Repaid
1181557565,< GHS 0,12,existing credits paid back duly till now,New Car,1372,< GHS 100 DM,4 <=... < 7 years,2,Divorced,No,No,2<…<=3 years,No,36,No,Renting,1,Skilled employee / official,1,No,Defaulted
995832389,Unknown/No Checking Account,24,critical account,Entertainment set,2578, => GHS 1000 DM, >= 7 years,2,Single,No,No,1< … <=2 years,No,34,No,Renting,1,Skilled employee / official,1,No,Repaid
893552512,GHS 0 < ... < GHS 200,48,existing credits paid back duly till now,Entertainment set,3979,Unknown/ No savings account,4 <=... < 7 years,4,Single,No,No,<= 1 year,No,41,No,Renting,2,Skilled employee / official,2,No,Repaid
1242533271,< GHS 0,48,existing credits paid back duly till now,Entertainment set,6758,< GHS 100 DM,1 <= ... < 4 years,3,Widowed,No,No,1< … <=2 years,No,31,No,Renting,1,Skilled employee / official,1,No,Defaulted
564071505,< GHS 0,24,existing credits paid back duly till now,Furniture,3234,< GHS 100 DM,< 1 year,4,Widowed,No,No,>4 years,Yes,23,No,Own House,1,Unskilled - resident,1,No,Defaulted
497246699,Unknown/No Checking Account,30,critical account,Entertainment set,5954,< GHS 100 DM,4 <=... < 7 years,3,Single,Yes,No,1< … <=2 years,No,38,No,Renting,1,Skilled employee / official,1,No,Repaid
519144603,Unknown/No Checking Account,24,existing credits paid back duly till now,Used Car,5433,Unknown/ No savings account,unemployed,2,Widowed,No,No,>4 years,No,26,No,Own House,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
1192664102,< GHS 0,15,existing credits paid back duly till now,Building project,806,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,>4 years,No,22,No,Renting,1,Unskilled - resident,1,No,Repaid
1057308443,GHS 0 < ... < GHS 200,9,existing credits paid back duly till now,Entertainment set,1082,< GHS 100 DM, >= 7 years,4,Single,No,No,>4 years,No,27,No,Renting,2,Unskilled - resident,1,No,Repaid
139915637,Unknown/No Checking Account,15,critical account,Furniture,2788,< GHS 100 DM,4 <=... < 7 years,2,Widowed,Yes,No,2<…<=3 years,No,24,Yes,Renting,2,Skilled employee / official,1,No,Repaid
922480748,GHS 0 < ... < GHS 200,12,existing credits paid back duly till now,Entertainment set,2930,< GHS 100 DM,4 <=... < 7 years,2,Widowed,No,No,<= 1 year,Yes,27,No,Renting,1,Skilled employee / official,1,No,Repaid
114588018,Unknown/No Checking Account,24,critical account,Education,1927,Unknown/ No savings account,1 <= ... < 4 years,3,Widowed,No,No,1< … <=2 years,No,33,No,Renting,2,Skilled employee / official,1,No,Repaid
529180667,GHS 0 < ... < GHS 200,36,critical account,New Car,2820,< GHS 100 DM,< 1 year,4,Divorced,No,No,>4 years,No,27,No,Renting,2,Skilled employee / official,1,No,Defaulted
960925249,Unknown/No Checking Account,24,existing credits paid back duly till now,Others,937,< GHS 100 DM,< 1 year,4,Married,No,No,2<…<=3 years,No,27,No,Renting,2,Unskilled - resident,1,No,Repaid
1271677823,GHS 0 < ... < GHS 200,18,critical account,New Car,1056,< GHS 100 DM, >= 7 years,3,Single,No,Yes,2<…<=3 years,Yes,30,Yes,Renting,2,Skilled employee / official,1,No,Defaulted
1049962123,GHS 0 < ... < GHS 200,12,critical account,New Car,3124,< GHS 100 DM,< 1 year,1,Single,No,No,2<…<=3 years,Yes,49,Yes,Renting,2,Unskilled - resident,2,No,Repaid
824459245,Unknown/No Checking Account,9,existing credits paid back duly till now,Furniture,1388,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,1< … <=2 years,Yes,26,No,Own House,1,Skilled employee / official,1,No,Repaid
849896577,GHS 0 < ... < GHS 200,36,existing credits paid back duly till now,Others,2384,< GHS 100 DM,< 1 year,4,Single,No,No,<= 1 year,No,33,No,Own House,1,Unskilled - resident,1,No,Defaulted
999078078,Unknown/No Checking Account,12,existing credits paid back duly till now,New Car,2133,Unknown/ No savings account, >= 7 years,4,Widowed,No,No,>4 years,No,52,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
385864307,< GHS 0,18,existing credits paid back duly till now,Furniture,2039,< GHS 100 DM,1 <= ... < 4 years,1,Widowed,No,No,>4 years,Yes,20,Yes,Own House,1,Skilled employee / official,1,No,Defaulted
820337765,< GHS 0,9,critical account,New Car,2799,< GHS 100 DM,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,Yes,36,No,Own House,2,Skilled employee / official,2,No,Repaid
1040403205,< GHS 0,12,existing credits paid back duly till now,Furniture,1289,< GHS 100 DM,1 <= ... < 4 years,4,Single,No,Yes,<= 1 year,No,21,No,Renting,1,Unskilled - resident,1,No,Repaid
324750335,< GHS 0,18,existing credits paid back duly till now,Others,1213,< GHS 100 DM,1 <= ... < 4 years,4,Married,No,No,2<…<=3 years,Yes,47,No,Renting,1,Unskilled - resident,1,No,Defaulted
485683581,< GHS 0,12,critical account,Furniture,2246,< GHS 100 DM, >= 7 years,3,Single,No,No,2<…<=3 years,No,60,No,Renting,2,Skilled employee / official,1,No,Defaulted
1167201228,< GHS 0,12,critical account,Entertainment set,385,< GHS 100 DM,4 <=... < 7 years,4,Widowed,No,No,2<…<=3 years,Yes,58,No,Renting,4,Unskilled - resident,1,No,Repaid
1178148719,GHS 0 < ... < GHS 200,24,delay in paying off in the past,New Car,1965,Unknown/ No savings account,1 <= ... < 4 years,4,Widowed,No,No,>4 years,No,42,No,Own House,2,Skilled employee / official,1,No,Repaid
362018628,Unknown/No Checking Account,21,existing credits paid back duly till now,Building project,1572, => GHS 1000 DM, >= 7 years,4,Widowed,No,No,>4 years,Yes,36,Yes,Renting,1,Unskilled - resident,1,No,Repaid
108354758,GHS 0 < ... < GHS 200,24,existing credits paid back duly till now,New Car,2718,< GHS 100 DM,1 <= ... < 4 years,3,Widowed,No,No,>4 years,No,20,No,Own House,1,Unskilled - resident,1,No,Defaulted
128074714,< GHS 0,24,all credits at this bank paid back duly,Others,1358,Unknown/ No savings account, >= 7 years,4,Single,No,No,2<…<=3 years,No,40,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
637506744,GHS 0 < ... < GHS 200,6,all credits at this bank paid back duly,New Car,931,GHS 100 <= ... <  GHS 500,< 1 year,1,Widowed,No,No,<= 1 year,No,32,Yes,Renting,1,Unskilled - resident,1,No,Defaulted
1172824352,< GHS 0,24,existing credits paid back duly till now,New Car,1442,< GHS 100 DM,4 <=... < 7 years,4,Widowed,No,No,>4 years,No,23,No,Own House,2,Skilled employee / official,1,No,Defaulted
1195147204,GHS 0 < ... < GHS 200,24,no credits taken,Building project,4241,< GHS 100 DM,1 <= ... < 4 years,1,Single,No,No,>4 years,Yes,36,No,Renting,3,Unskilled - resident,1,No,Defaulted
35702157,Unknown/No Checking Account,18,critical account,New Car,2775,< GHS 100 DM,4 <=... < 7 years,2,Single,No,No,1< … <=2 years,No,31,Yes,Renting,2,Skilled employee / official,1,No,Defaulted
1050602399,Unknown/No Checking Account,24,delay in paying off in the past,Building project,3863,< GHS 100 DM,1 <= ... < 4 years,1,Single,No,No,1< … <=2 years,No,32,No,Renting,1,Skilled employee / official,1,No,Repaid
719490516,GHS 0 < ... < GHS 200,7,existing credits paid back duly till now,Entertainment set,2329,< GHS 100 DM,< 1 year,1,Widowed,No,Yes,<= 1 year,Yes,45,No,Renting,1,Skilled employee / official,1,No,Repaid
1076868970,GHS 0 < ... < GHS 200,9,existing credits paid back duly till now,Furniture,918,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,<= 1 year,No,30,No,Renting,1,Skilled employee / official,1,No,Defaulted
532729264,GHS 0 < ... < GHS 200,24,all credits at this bank paid back duly,Education,1837,< GHS 100 DM,4 <=... < 7 years,4,Widowed,No,No,>4 years,No,34,Yes,Renting,1,Unskilled - resident,1,No,Defaulted
953733134,Unknown/No Checking Account,36,existing credits paid back duly till now,Furniture,3349,< GHS 100 DM,1 <= ... < 4 years,4,Widowed,No,No,1< … <=2 years,No,28,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Defaulted
846571899,>= GHS 200,10,existing credits paid back duly till now,Furniture,1275,< GHS 100 DM,< 1 year,4,Widowed,No,No,1< … <=2 years,No,23,No,Renting,1,Skilled employee / official,1,No,Repaid
880027675,< GHS 0,24,all credits at this bank paid back duly,Furniture,2828,GHS 500<= ... < GHS 1000,1 <= ... < 4 years,4,Single,No,No,>4 years,Yes,22,Yes,Renting,1,Skilled employee / official,1,No,Repaid
989178985,Unknown/No Checking Account,24,critical account,Building project,4526,< GHS 100 DM,1 <= ... < 4 years,3,Single,No,No,1< … <=2 years,Yes,74,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
768208039,GHS 0 < ... < GHS 200,36,existing credits paid back duly till now,Entertainment set,2671,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,4,Widowed,Yes,No,>4 years,No,50,No,Renting,1,Skilled employee / official,1,No,Defaulted
229996450,Unknown/No Checking Account,18,existing credits paid back duly till now,Entertainment set,2051,< GHS 100 DM,< 1 year,4,Single,No,No,<= 1 year,Yes,33,No,Renting,1,Skilled employee / official,1,No,Repaid
688283908,Unknown/No Checking Account,15,existing credits paid back duly till now,Used Car,1300,Unknown/ No savings account, >= 7 years,4,Single,No,No,>4 years,No,45,Yes,Renting,1,Skilled employee / official,2,No,Repaid
1078255579,< GHS 0,12,existing credits paid back duly till now,Others,741,GHS 100 <= ... <  GHS 500,unemployed,4,Widowed,No,No,2<…<=3 years,No,22,No,Renting,1,Skilled employee / official,1,No,Defaulted
861883591,>= GHS 200,10,existing credits paid back duly till now,New Car,1240,GHS 100 <= ... <  GHS 500, >= 7 years,1,Widowed,No,No,>4 years,No,48,No,Renting,1,Unskilled - resident,2,No,Defaulted
439537360,< GHS 0,21,existing credits paid back duly till now,Entertainment set,3357, => GHS 1000 DM,< 1 year,4,Widowed,No,No,1< … <=2 years,No,29,Yes,Renting,1,Skilled employee / official,1,No,Repaid
142849403,< GHS 0,24,all credits at this bank paid back duly,Used Car,3632,< GHS 100 DM,1 <= ... < 4 years,1,Widowed,No,Yes,>4 years,No,22,Yes,Own House,1,Skilled employee / official,1,Yes,Repaid
127902770,Unknown/No Checking Account,18,delay in paying off in the past,Furniture,1808,< GHS 100 DM,4 <=... < 7 years,4,Widowed,No,No,<= 1 year,Yes,22,No,Renting,1,Skilled employee / official,1,No,Defaulted
602845009,GHS 0 < ... < GHS 200,48,no credits taken,Building project,12204,Unknown/ No savings account,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,No,48,Yes,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
650743135,GHS 0 < ... < GHS 200,60,delay in paying off in the past,Entertainment set,9157,Unknown/ No savings account,1 <= ... < 4 years,2,Single,No,No,1< … <=2 years,No,27,No,Renting,1,Management/ Self-employed/ Highly qualified employee/ officer,1,No,Repaid
239370655,< GHS 0,6,critical account,New Car,3676,< GHS 100 DM,1 <= ... < 4 years,1,Single,No,No,2<…<=3 years,Yes,37,No,Own House,3,Skilled employee / official,2,No,Repaid
384661713,GHS 0 < ... < GHS 200,30,existing credits paid back duly till now,Furniture,3441,GHS 100 <= ... <  GHS 500,1 <= ... < 4 years,2,Widowed,Yes,No,>4 years,No,21,No,Own House,1,Skilled employee / official,1,No,Defaulted
